0,39660
1,85844
2,119028
3,147984
4,176804
5,203980
6,230992
7,254960
8,289356
9,311404
10,342052
11,364480
12,393416
13,423204
14,442676
15,470640
16,505252
17,537048
18,549124
19,578440
20,609076
21,637172
22,661292
23,675352
24,705192
25,733968
26,765192
27,794500
28,812364
29,827156
30,854312
31,883384
32,911556
33,940564
34,978572
35,1007980
36,1009020
37,1032784
38,1060828
39,1088948
40,1116360
41,1121268
42,1122040
43,1122312
44,1123144
45,1123456
46,1123864
47,1124680
48,1124996
49,1125784
50,1126072
51,1126744
52,1127200
53,1127800
54,1128252
55,1128984
56,1129312
57,1130056
58,1130524
59,1131188
60,1131632
61,1132048
62,1132772
63,1133228
64,1133928
65,1134256
66,1134892
67,1135324
68,1136084
69,1136360
70,1137120
71,1137420
72,1138256
73,1138668
74,1139432
75,1139736
76,1140432
77,1140908
78,1141580
79,1141992
80,1142524
81,1142960
82,1143712
83,1144140
84,1144444
85,1145220
86,1145536
87,1146304
88,1146612
89,1147264
90,1147668
91,1148412
92,1148824
93,1149396
94,1150012
95,1150660
96,1151076
97,1151768
98,1152068
99,1152872
100,1153148
101,1153592
102,1154300
103,1154700
104,1155480
105,1156108
106,1156572
107,1157248
108,1157656
109,1158060
110,1158708
111,1159000
112,1159776
113,1160084
114,1160696
115,1161284
116,1161864
117,1162292
118,1162720
119,1163308
120,1163908
121,1164532
122,1164936
123,1165544
124,1165808
125,1166512
126,1167160
127,1167960
128,1168108
129,1168852
130,1169292
131,1169576
132,1170284
133,1170580
134,1171248
135,1171664
136,1172324
137,1172812
138,1173500
139,1173952
140,1174476
141,1174924
142,1175640
143,1176088
144,1176680
145,1176984
146,1177756
147,1178052
148,1178612
149,1179132
150,1179604
151,1180252
152,1180556
153,1181236
154,1181560
155,1182020
156,1182664
157,1182940
158,1183752
159,1184036
160,1184800
161,1185252
162,1185816
163,1186272
164,1186556
165,1187204
166,1187652
167,1188216
168,1188640
169,1189320
170,1189636
171,1190472
172,1190884
173,1191476
174,1191924
175,1192464
176,1192932
177,1193220
178,1193920
179,1194332
180,1194908
181,1195332
182,1195936
183,1196384
184,1197032
185,1197444
186,1197852
187,1198424
188,1198868
189,1199444
190,1199784
191,1200592
192,1200916
193,1201548
194,1201972
195,1202428
196,1202428
197,1202428
198,1202428
199,1202428
200,1202560
201,1202560
202,1202560
203,1202692
204,1202692
205,1202692
206,1203064
207,1203212
208,1203212
209,1203212
210,1203344
211,1203344
212,1203476
213,1203476
214,1203476
215,1203608
216,1203608
217,1203608
218,1203768
219,1203768
220,1203768
221,1204160
222,1204160
223,1204160
224,1204292
225,1204292
226,1204292
227,1204424
228,1204560
229,1204868
230,1205220
231,1205364
232,1205640
233,1206308
234,1206444
235,1206588
236,1206864
237,1206996
238,1207276
239,1207552
240,1208004
241,1208364
242,1208496
243,1208780
244,1209044
245,1209456
246,1209744
247,1210024
248,1210448
249,1210724
250,1210864
251,1211376
252,1211668
253,1212124
254,1212704
255,1213016
256,1213460
257,1214048
258,1214520
259,1214828
260,1215480
261,1215808
262,1216096
263,1216852
264,1217124
265,1217952
266,1218240
267,1218704
268,1219252
269,1219544
270,1220000
271,1220584
272,1221076
273,1221356
274,1222064
275,1222384
276,1223176
277,1223624
278,1223900
279,1224508
280,1224824
281,1225292
282,1225992
283,1226332
284,1226648
285,1227280
286,1227720
287,1227992
288,1228680
289,1229120
290,1229616
291,1230088
292,1230504
293,1231096
294,1231528
295,1232072
296,1232528
297,1233044
298,1233456
299,1234136
300,1234644
301,1234952
302,1235676
303,1236004
304,1236744
305,1237044
306,1237636
307,1237948
308,1238352
309,1239056
310,1239360
311,1240064
312,1240352
313,1241132
314,1241444
315,1242044
316,1242488
317,1243172
318,1243468
319,1243788
320,1244500
321,1244780
322,1245456
323,1245780
324,1246260
325,1246784
326,1247212
327,1247884
328,1248176
329,1248856
330,1249132
331,1249588
332,1250176
333,1250516
334,1251208
335,1251696
336,1252356
337,1252648
338,1253092
339,1253616
340,1253944
341,1254708
342,1255028
343,1255684
344,1255960
345,1256388
346,1256936
347,1257412
348,1258116
349,1258420
350,1259160
351,1259428
352,1260068
353,1260500
354,1260812
355,1261400
356,1261684
357,1262340
358,1262788
359,1263220
360,1263684
361,1264104
362,1264736
363,1265032
364,1265460
365,1265960
366,1266428
367,1267008
368,1267352
369,1268028
370,1268352
371,1268868
372,1269428
373,1269728
374,1270368
375,1270780
376,1271104
377,1271652
378,1272084
379,1273364
380,1273552
381,1273976
382,1274480
383,1275008
384,1275588
385,1275884
386,1276572
387,1276868
388,1277600
389,1277864
390,1278300
391,1278860
392,1279208
393,1279872
394,1280128
395,1280464
396,1281208
397,1281532
398,1281812
399,1282492
400,1282780
401,1283472
402,1283784
403,1284424
404,1284728
405,1285128
406,1285704
407,1286024
408,1286784
409,1287084
410,1287380
411,1288060
412,1288364
413,1289016
414,1289420
415,1289688
416,1290260
417,1290696
418,1291216
419,1291676
420,1291968
421,1292728
422,1292992
423,1293676
424,1293944
425,1294648
426,1294952
427,1295280
428,1295852
429,1296296
430,1296924
431,1297192
432,1297504
433,1298212
434,1298524
435,1299132
436,1299424
437,1299864
438,1300492
439,1300680
440,1301356
441,1301668
442,1301984
443,1302584
444,1302936
445,1303556
446,1303984
447,1304464
448,1305000
449,1305328
450,1306028
451,1306356
452,1306648
453,1307208
454,1307652
455,1308184
456,1308528
457,1308804
458,1309588
459,1309900
460,1310520
461,1310832
462,1311456
463,1311772
464,1312172
465,1312856
466,1313180
467,1313748
468,1314024
469,1314540
470,1315076
471,1315392
472,1316036
473,1316304
474,1316620
475,1317224
476,1317552
477,1317988
478,1318440
479,1318852
480,1319396
481,1319752
482,1320076
483,1320720
484,1321164
485,1321788
486,1322104
487,1322580
488,1323084
489,1323348
490,1324268
491,1324268
492,1324760
493,1325288
494,1325568
495,1326180
496,1326576
497,1327220
498,1327652
499,1327944
500,1328588
501,1328876
502,1329580
503,1329856
504,1330296
505,1330916
506,1331252
507,1331568
508,1332164
509,1332616
510,1333056
511,1333492
512,1333788
513,1334476
514,1334776
515,1335424
516,1335692
517,1335972
518,1336668
519,1336948
520,1337572
521,1337868
522,1338388
523,1338928
524,1339240
525,1339888
526,1340184
527,1340472
528,1341108
529,1341528
530,1342128
531,1342420
532,1342740
533,1343300
534,1343724
535,1344340
536,1344784
537,1345416
538,1345684
539,1345956
540,1346656
541,1346992
542,1347648
543,1347952
544,1348248
545,1348816
546,1349244
547,1349560
548,1350136
549,1350452
550,1350716
551,1351448
552,1351744
553,1352384
554,1352700
555,1352980
556,1353556
557,1353864
558,1354504
559,1354780
560,1355084
561,1355916
562,1356240
563,1356836
564,1357168
565,1357452
566,1358108
567,1358372
568,1358684
569,1359368
570,1359668
571,1360172
572,1360456
573,1360892
574,1361556
575,1361860
576,1362600
577,1362784
578,1363484
579,1363648
580,1364140
581,1364648
582,1364952
583,1365400
584,1365900
585,1366192
586,1366488
587,1367088
588,1367436
589,1368112
590,1368412
591,1368696
592,1369356
593,1369652
594,1369976
595,1370472
596,1370940
597,1371484
598,1371776
599,1372068
600,1372696
601,1373172
602,1373812
603,1373964
604,1373964
605,1373964
606,1373964
607,1373964
608,1373964
609,1373964
610,1374096
611,1374096
612,1374096
613,1374228
614,1374228
615,1374228
616,1374460
617,1374460
618,1374460
619,1374460
620,1374592
621,1374592
622,1374592
623,1374724
624,1374724
625,1374724
626,1374856
627,1374856
628,1374856
629,1375012
630,1375012
631,1375012
632,1375012
633,1375144
634,1375144
635,1375144
636,1375276
637,1375276
638,1375276
639,1375276
640,1375408
641,1375408
642,1375408
643,1375408
644,1375728
645,1375728
646,1375728
647,1375728
648,1375860
649,1375860
650,1375860
651,1375864
652,1375996
653,1375992
654,1375992
655,1375992
656,1376124
657,1376312
658,1376312
659,1376312
660,1376312
661,1376680
662,1376680
663,1376680
664,1376820
665,1376820
